title,company,location,avg_salary,description,redirect_url,experience_level,soc_code,job_category,matched_skills
AI Engineer,BNY Mellon,"Pittsburgh, Allegheny County",109956.55,"Description AI Engineer At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recognized as a top destinatio…",https://www.adzuna.com/details/5385770766?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
"Software Engineer Lead - Corporate and Institutional Banking - Treasury (Spring Boot, Java, Kubernetes)",PNC,"Pittsburgh, Allegheny County",105681.77,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Engineer Lead within PNC's Corporate & Institutional Banking - Treasury organization, you will be based in Pittsb…",https://www.adzuna.com/details/5384813687?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
"Technology Engineer - Corporate and Institutional Banking - Treasury (Spring Boot, Java, Kubernetes)",PNC,"Pittsburgh, Allegheny County",110236.78,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Technology Engineer within PNC's Corporate & Institutional Banking - Treasury organization, you will be based in Pittsburg…",https://www.adzuna.com/details/5384813723?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Axiom Developer,Huntington National Bank,"Pittsburgh, Allegheny County",105132.81,"Description The Axiom Developer role is responsible for creating and managing regulatory reports, translating business requirements into functional specifications, designing, developing, and implementing Axiom solutions to meet business requirements, including creating data sources, data models, and reports. The individual will also collaborate with business users and project managers to understand project requirements and deliver solutions. They will perform code reviews and ensure adherence t…",https://www.adzuna.com/details/5384811576?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Axiom Developer,Huntington National Bank,"Pittsburgh, Allegheny County",110055.48,"Description The Axiom Developer role is responsible for creating and managing regulatory reports, translating business requirements into functional specifications, designing, developing, and implementing Axiom solutions to meet business requirements, including creating data sources, data models, and reports. The individual will also collaborate with business users and project managers to understand project requirements and deliver solutions. They will perform code reviews and ensure adherence t…",https://www.adzuna.com/details/5384811578?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Software Engineering Internship or Co-op,Aerotech,"Fox Chapel, Allegheny County",42493.01,"Software Engineering Internship or Co-op When you join the Precision Automation and Robotics evolution at Aerotech, located near Pittsburgh, PA in RIDC Park, O’Hara Township, you will join a company that is small enough that everyone makes a difference, and large enough to work with today’s latest and greatest technology. You will gain exceptional experience with a balance of learning, hands-on training, and opportunities to work on projects that matter. You will participate in our total reward…",https://www.adzuna.com/details/5384135538?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Product Owner,NTT DATA North America,"Pittsburgh, Allegheny County",178013.2,"Company Overview: Req ID: 339286 NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. NTT DATA's Client is currently seeking a Product Owner to join their team in Pittsburgh, Pennsylvania (US-PA), United States (US). REMOTE Job Description: About the Role We are seeking a highly motivated and experienced Product Owner to support projects within the He…",https://www.adzuna.com/details/5382996595?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Software Engineering Internship or Co-op,"Aerotech, Inc.","Pittsburgh, Allegheny County",42429.44,"Software Engineering Internship or Co-op When you join the Precision Automation and Robotics evolution at Aerotech , located near Pittsburgh, PA in RIDC Park, O’Hara Township, you will join a company that is small enough that everyone makes a difference, and large enough to work with today’s latest and greatest technology. You will gain exceptional experience with a balance of learning , hands-on training, and opportunities to work on projects that matter . You will participate in our total rew…",https://www.adzuna.com/details/5380398922?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Quality Assurance Architect- Test Data Management,PNC Bank,"Pittsburgh, Allegheny County",108687.5,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a Quality Assurance Architect within PNC's Technology organization, you will be based in you will be based in Pittsburgh, PA…",https://www.adzuna.com/details/5378639004?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Software Architect - Service Now Release Architect,PNC,"Pittsburgh, Allegheny County",100200.54,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Service Now Release Architect within PNC's Technology organization, you can be based in Pittsburgh PA (preferred), Strongs…",https://www.adzuna.com/details/5376261535?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Senior Computational Designer,CDM Smith,"Pittsburgh, Allegheny County",79699.48,"42370BR Requisition ID: 42370BR Business Unit: COR Job Description: CDM Smith is seeking a Senior Computational Designer to join our Digital Engineering Solutions team. This individual will be a key leader within the Design Technology group, driving the firm's digital transformation in design automation, computational design strategies, and BIM technologies by providing strategic guidance, technological vision, and solution development. This individual develops and implements computational desi…",https://www.adzuna.com/details/5376256942?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Manual Tester/BA,Capgemini,"Pittsburgh, Allegheny County",58467.31,"About the job: Manual Testing/BA Opportunity What you will do at Sogeti:  Developand execute comprehensive test plans and test cases, focusing onfunctionality, usability, and performance across web and mobileapplications.  Analyzebusiness processes, gather requirements from stakeholders, and determinehow to meet business needs.  Isolate,document, and report defects using bug-tracking tools, and verify thatfixes are implemented correctly.  Coordinateand conduct UAT to confirm the software aligns…",https://www.adzuna.com/details/5376256764?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Product Manager Lead - Cloud Program Delivery Lead,PNC Bank,"Pittsburgh, Allegheny County",102258.12,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. This position is primarily based in a location within PNC's footprint. Responsibilities require time in the office or in a fiel…",https://www.adzuna.com/details/5372826526?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Java Lead (Kafka),Virtusa,"Pittsburgh, Allegheny County",109605.4,"P2-C3-TSTSJDWe are seeking a highly skilled Senior Java Engineer with strong expertise in Java Microservices and Apache Kafka to design and develop scalable, eventdriven systems. The ideal candidate will have deep experience in building highperformance distributed applications using Java and Kafka, with a proven track record of delivering enterprisegrade solutions.Kafka Development & Optimization:Build and manage Kafka producers, consumers, topics, and partitions.Implement Kafka Streams/KSQL fo…",https://www.adzuna.com/details/5372282334?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,"['apache kafka', 'java']"
Quality Assurance Architect- Test Data Management,PNC,"Pittsburgh, Allegheny County",120572.95,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Quality Assurance Architect within PNC's Technology organization, you will be based in you will be based in Pittsburgh, PA…",https://www.adzuna.com/details/5371775358?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
